date,equity,realized_equity,floating_pnl,daily_realized_pnl,daily_return,open_positions_count
2026-01-24,346.0497018736938,144.03880340416762,201.71508369838034,0.0,-0.08762374255659393,10
2026-01-25,485.1321029822913,199.12658910515526,285.586701544361,55.00711787146197,0.33783881935732624,9
2026-01-26,405.71551609421533,199.12658910515526,206.28640837931414,0.0,-0.17876901641067328,10
2026-01-27,388.63575140838805,236.73381585980104,151.67949786506924,37.55215659130244,-0.043009681474123776,8
2026-01-28,357.88594034330066,340.61573986192764,17.244910853725468,103.72980444913371,-0.08242820000464304,4
2026-01-29,323.6829839213097,309.40689638102873,14.255182343578243,-31.163142793649,-0.10044974112761831,3
2026-01-30,306.8895665140954,339.6907506925828,-32.753151746254396,30.239508132706973,-0.053276627437583365,3
2026-01-31,495.51133457386817,339.6907506925828,155.5924079229095,0.0,0.47910226385339766,4
2026-02-01,563.9108734559007,339.6907506925828,223.8917859022673,0.0,0.1293059846919024,4
2026-02-02,563.962606323144,339.6907506925828,223.94344301445756,0.0,9.173523131255623e-05,5
2026-02-03,678.7665877851056,472.49526484953907,205.96926940949234,132.61004179303876,0.18528936122070727,4
2026-02-04,686.9067935407494,472.49526484953907,214.0975550503258,0.0,0.011921301640867093,4
2026-02-05,934.1453044422058,759.6757925153946,174.21402740031502,286.7599947009877,0.30743338702052536,2
2026-02-06,907.0523059170813,901.9887634493219,5.056127666540134,142.10457485605795,-0.029431880736506114,1
2026-02-07,901.414904931883,901.9887634493219,-0.5730181874007344,0.0,-0.006234472166497213,2
2026-02-08,886.0313003508151,901.9887634493219,-15.934095778573635,0.0,-0.01721336774287181,3
2026-02-09,905.0711991910254,901.9887634493219,3.07792197521651,0.0,0.021261336053815957,5
2026-02-10,823.2395191867469,901.9887634493219,-78.63392776308942,0.0,-0.09476642359043906,6
2026-02-11,672.9226269255621,901.9887634493219,-228.7307033997729,0.0,-0.20161683453986115,8
2026-02-12,904.232130208452,877.9114656121492,26.282121916511944,-24.0420402327392,0.29545575301925403,10
2026-02-13,1522.0453578192978,877.9114656121492,643.1906543850603,0.0,0.5207242308021568,10
2026-02-14,2313.1130197488887,877.9114656121492,1433.0999159454263,0.0,0.4185391844419536,10
2026-02-15,1600.8284591176034,877.9114656121492,721.8583896053111,0.0,-0.36807296270670775,10
2026-02-16,1733.0410663313944,877.9114656121492,853.877391214445,0.0,0.07935642493519424,10
2026-02-17,1621.829840167667,865.4378557659808,755.2843613800695,-12.455344108676202,-0.06632266435218015,9
2026-02-18,1298.1165859636023,1007.1866531804262,290.50390937484644,141.54122748438215,-0.2226406088288856,8
2026-02-19,1264.4581651297215,1015.5403998493831,248.55326241277805,8.341513855391753,-0.026270731482794633,6
2026-02-20,1425.0772035321195,1050.4415995573424,374.0870061204409,34.850092116821855,0.11958228771015499,5
2026-02-21,1469.1108739973592,1253.4425305800876,215.35252935904649,202.70366649688123,0.03043138000536565,3
2026-02-22,1419.4501111446348,1419.4501111446348,0.0,165.76448727193178,-0.03438781923427709,0
2026-02-23,1419.4501111446348,1419.4501111446348,0.0,0.0,0.0,0
2026-02-24,1419.4501111446348,1419.4501111446348,0.0,0.0,0.0,0
2026-02-25,1419.4501111446348,1419.4501111446348,0.0,0.0,0.0,0
2026-02-26,1419.4501111446348,1419.4501111446348,0.0,0.0,0.0,0
2026-02-27,1419.4501111446348,1419.4501111446348,0.0,0.0,0.0,0
2026-02-28,1419.4501111446348,1419.4501111446348,0.0,0.0,0.0,0
2026-03-01,1419.4501111446348,1419.4501111446348,0.0,0.0,0.0,0
2026-03-02,1419.4501111446348,1419.4501111446348,0.0,0.0,0.0,0
2026-03-03,1419.4501111446348,1419.4501111446348,0.0,0.0,0.0,0
2026-03-04,1419.4501111446348,1419.4501111446348,0.0,0.0,0.0,0
2026-03-05,1419.4501111446348,1419.4501111446348,0.0,0.0,0.0,0
2026-03-06,1419.4501111446348,1419.4501111446348,0.0,0.0,0.0,0
2026-03-07,1419.4501111446348,1419.4501111446348,0.0,0.0,0.0,0
2026-03-08,1419.4501111446348,1419.4501111446348,0.0,0.0,0.0,0
2026-03-09,1419.4501111446348,1419.4501111446348,0.0,0.0,0.0,0
2026-03-10,1419.4501111446348,1419.4501111446348,0.0,0.0,0.0,0
2026-03-11,1419.4501111446348,1419.4501111446348,0.0,0.0,0.0,0
2026-03-12,1419.4501111446348,1419.4501111446348,0.0,0.0,0.0,0
2026-03-13,1419.4501111446348,1419.4501111446348,0.0,0.0,0.0,0
2026-03-14,1419.4501111446348,1419.4501111446348,0.0,0.0,0.0,0
2026-03-15,1419.4501111446348,1419.4501111446348,0.0,0.0,0.0,0
2026-03-16,1419.4501111446348,1419.4501111446348,0.0,0.0,0.0,0
