feature,win_mean,loss_mean,z_shift,abs_shift
volume_ratio,1.1837044943593273,1.0290350972007236,0.1991616434601217,0.1991616434601217
volume_spike,1.2064672135579935,1.0575307349324277,0.1929282556989107,0.1929282556989107
trend_21_50,0.9826034469339439,0.9642356965503674,0.18019126477082656,0.18019126477082656
price_to_sma_50,0.9454743440023325,0.9195472988875445,0.16034619274508627,0.16034619274508627
high_low_range,0.09222681740493321,0.07772070447637029,0.15516643631586793,0.15516643631586793
trend_7_21,1.001342256243109,0.9908092952288459,0.14963263929043888,0.14963263929043888
volume_trend,0.9921858166626936,0.9545468010001087,0.1444117848846153,0.1444117848846153
price_to_sma_100,0.9209570405405477,0.8848373426518268,0.13613334004505387,0.13613334004505387
upper_shadow,0.01622809314474561,0.013800512483242641,0.1326248094382714,0.1326248094382714
roc_21,-0.028239753704117018,-0.05523860999025245,0.1284316490156948,0.1284316490156948
stoch_d,39.830466173469176,37.83623737780837,0.12546243586759345,0.12546243586759345
body_size,0.05224711666216363,0.04282775106072571,0.12233796477704272,0.12233796477704272
volatility_7,0.044395118498139034,0.041419990608187116,0.11759946844398532,0.11759946844398532
volatility_7_scaled,0.044395118498139034,0.041419990608187116,0.11759946844398532,0.11759946844398532
price_to_sma_21,0.9573512896717952,0.9491716760462242,0.11138408655686717,0.11138408655686717
lower_shadow,0.023751607598023982,0.021092440932401944,0.09354011099910887,0.09354011099910887
price_to_sma_200,0.9045137952734971,0.8716628207874543,0.0815037444954735,0.0815037444954735
log_returns,-0.028180757121999758,-0.02352752811521436,-0.07754548399503312,0.07754548399503312
roc_14,-0.02240452851921469,-0.03281307701845874,0.07397073168020879,0.07397073168020879
bb_width,0.2979985076388688,0.31211449300708316,-0.06856601938976428,0.06856601938976428
returns,-0.025863898458583775,-0.022133762420850276,-0.06772418953943861,0.06772418953943861
adx,34.5655728049999,35.36458508282246,-0.06214595106608316,0.06214595106608316
rsi_slope,-1.5678944899756428,-1.2951201801192898,-0.05965933649777416,0.05965933649777416
is_volatile,0.6348185576481397,0.6086191732629728,0.054137177247480205,0.054137177247480205
bars_since_cross_down,4.933394579696831,5.76429199648197,-0.05398725530254097,0.05398725530254097
rsi_14,45.93792697723611,45.404244576127994,0.05069121954175203,0.05069121954175203
signal_slope,-0.014971815207602272,-0.07354968577955104,0.03749191699303122,0.03749191699303122
histogram,-0.05988726083040821,-0.2941987431182029,0.03749191699303114,0.03749191699303114
price_to_sma_7,0.9579657028330933,0.9600780498937753,-0.029901757435581287,0.029901757435581287
obv,53201851065.32265,70918713613.58133,-0.029669353502128994,0.029669353502128994
obv_sma,55315291322.82835,72693894913.83488,-0.0279136393580762,0.0279136393580762
macd_slope,-0.10853823906459703,-0.5044910430582221,0.026145282537783057,0.026145282537783057
rsi_7,37.59458830008876,38.080179489621976,-0.024739089699699783,0.024739089699699783
histogram_slope,-0.09356642385699472,-0.4309413572786712,0.02452968170426454,0.02452968170426454
atr_14,13.050332880324104,16.898020314810598,-0.02256337389730403,0.02256337389730403
bb_std,13.861029667765376,18.145763015611358,-0.022527358643908226,0.022527358643908226
price_to_sma_14,0.9561314902722757,0.9547203222737898,0.0218106192564089,0.0218106192564089
funding_rate,9.697801447856745e-06,1.872692007475814e-05,-0.020735533604714383,0.020735533604714383
volume_sma_7,2306736018.203125,1825448661.6123457,0.01895198300975513,0.01895198300975513
macd,-2.2012115070187273,-4.401742023403095,0.01765056315441559,0.01765056315441559
bb_position,0.30107934865275904,0.30599661661694433,-0.017387056392260212,0.017387056392260212
sma_50,343.87273260887093,413.2902346966404,-0.016642425722019627,0.016642425722019627
stoch_k,32.60891050723247,32.2091255938722,0.016633144961069022,0.016633144961069022
signal,-2.1413242461883195,-4.107543280284891,0.015429286395337156,0.015429286395337156
atr_7,13.738335197680097,16.335271906290263,-0.014864054751977636,0.014864054751977636
bb_upper,366.84829435387417,432.277008459608,-0.014823592708854347,0.014823592708854347
ema_50,339.90951097344083,399.78774875858977,-0.014627582358651813,0.014627582358651813
ema_100,341.38085750487716,400.43810867259214,-0.014538267296623001,0.014538267296623001
ema_21,336.9002180832751,394.2672426920208,-0.014034419674740525,0.014034419674740525
ema_200,339.4274218724647,395.1179458785649,-0.014016819278067688,0.014016819278067688
