feature,win_mean,loss_mean,z_shift,abs_shift
sma_7,335.5770650922351,392.8315083635658,-0.013992805763014402,0.013992805763014402
sma_21,339.51683233919397,396.6284570490765,-0.013912788049761095,0.013912788049761095
bb_middle,339.1262350183434,395.9854824283851,-0.013859596803499113,0.013859596803499113
ema_14,335.7558434678997,391.97586312982276,-0.013772088420414757,0.013772088420414757
sma_14,337.1979990843069,393.2922542358281,-0.013702998820036371,0.013702998820036371
obv_trend,1.1199843363695705,1.0404478476502232,0.013617918543230922,0.013617918543230922
volume_sma_20,2055288717.1735337,1786548645.5423458,0.013602343794050962,0.013602343794050962
ema_7,334.6035636380945,389.40833935554576,-0.013446745435651523,0.013446745435651523
bb_lower,311.40417568281265,359.69395639716254,-0.012695144112417412,0.012695144112417412
sma_100,362.0601527835659,414.26129104129654,-0.012313350379649299,0.012313350379649299
sma_200,380.0631517834653,430.9677745394467,-0.011984658459950809,0.011984658459950809
trend_50_200,0.9321452766427178,0.9289330039157594,0.011508500421507124,0.011508500421507124
is_trending,0.6396417087735415,0.6442392260334213,-0.00958457176051332,0.00958457176051332
bars_since_cross_up,15.449012402388608,14.876429199648197,0.008635299508986907,0.008635299508986907
roc_7,-0.05363172285243562,-0.054319783192567604,0.007347563923882905,0.007347563923882905
volume_sma_14,2208527125.2241187,2076661676.6355884,0.005853832720142239,0.005853832720142239
volatility_14_scaled,0.04959631463644825,0.049490460288315614,0.0035014597559247388,0.0035014597559247388
volatility_14,0.04959631463644825,0.049490460288315614,0.0035014597559247388,0.0035014597559247388
macd_acceleration,-0.39753412623617623,-0.43201379519042815,0.0032014072883776914,0.0032014072883776914
volatility_21,0.04611487479572914,0.04605523051964963,0.002322963184993007,0.002322963184993007
timeframe_hours,12.0,12.0,0.0,0.0
