date,equity,realized_equity,floating_pnl,daily_realized_pnl,daily_return,open_positions_count
2026-02-01,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-02-02,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-02-03,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-02-04,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-02-05,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-02-06,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-02-07,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-02-08,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-02-09,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-02-10,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-02-11,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-02-12,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-02-13,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-02-14,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-02-15,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-02-16,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-02-17,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-02-18,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-02-19,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-02-20,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-02-21,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-02-22,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-02-23,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-02-24,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-02-25,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-02-26,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-02-27,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-02-28,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-03-01,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-03-02,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-03-03,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-03-04,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-03-05,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-03-06,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-03-07,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-03-08,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-03-09,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-03-10,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-03-11,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-03-12,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-03-13,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-03-14,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-03-15,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-03-16,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
