date,equity,realized_equity,floating_pnl,daily_realized_pnl,daily_return,open_positions_count
2026-01-01,744.3403298350831,744.3403298350831,0.0,644.3403298350831,0.0,0
2026-01-02,1153.2275266118259,1163.227529111826,-10.000002500000216,418.88719927674293,0.43782147242660985,2
2026-01-03,1334.7075222263866,1163.227529111826,171.4799931145605,0.0,0.14614762711387141,2
2026-01-04,5969.878140547222,6033.759959238764,-63.88181869154242,4870.532430126938,1.4980143318524572,2
2026-01-05,8869.445763598502,8780.74053145359,88.70523214491111,2746.980572214825,0.39588579476724983,2
2026-01-06,12102.070902058358,11256.020013544065,846.0508885142937,2475.2794820904755,0.310764276894037,2
2026-01-07,13725.070816067891,12307.112602473157,1417.9582135947344,1051.0925889290918,0.12584756013410028,2
2026-01-08,13238.552902706335,12307.112602473157,931.4403002331783,0.0,-0.03609089986613842,2
2026-01-09,12138.457307823723,12307.112602473157,-168.65529464943356,0.0,-0.08675454473824888,2
2026-01-10,13674.099862064033,12307.112602473157,1366.9872595908762,0.0,0.11912482010797015,2
2026-01-11,14309.340994186718,12307.112602473157,2002.228391713562,0.0,0.04540901786308554,2
2026-01-12,15329.823134217193,15329.823134217193,0.0,3022.710531744037,0.06888761519450903,0
2026-01-13,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-01-14,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-01-15,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-01-16,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-01-17,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-01-18,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-01-19,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-01-20,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-01-21,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-01-22,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-01-23,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-01-24,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-01-25,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-01-26,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-01-27,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-01-28,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-01-29,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-01-30,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
2026-01-31,15329.823134217193,15329.823134217193,0.0,0.0,0.0,0
