timestamp,direction,is_win
2025-10-18 04:00:00,LONG,0.0
2025-11-23 00:00:00,LONG,1.0
2024-06-07 16:00:00,SHORT,1.0
2024-01-03 12:00:00,SHORT,1.0
2025-03-03 16:00:00,SHORT,1.0
2025-08-03 04:00:00,LONG,1.0
2025-10-18 04:00:00,LONG,1.0
2025-11-05 12:00:00,LONG,0.0
2024-05-02 04:00:00,LONG,1.0
2025-01-14 04:00:00,LONG,0.0
2025-03-25 16:00:00,SHORT,1.0
2025-08-03 04:00:00,LONG,1.0
2025-10-18 00:00:00,LONG,0.0
2025-11-05 04:00:00,LONG,1.0
2025-03-03 16:00:00,SHORT,0.0
2025-08-03 04:00:00,LONG,1.0
2025-06-19 04:00:00,LONG,0.0
2025-08-03 04:00:00,LONG,1.0
2020-12-29 20:00:00,LONG,1.0
2021-05-19 08:00:00,SHORT,1.0
2021-05-21 12:00:00,SHORT,1.0
2021-05-24 00:00:00,LONG,1.0
2025-01-18 04:00:00,SHORT,1.0
2025-10-18 04:00:00,LONG,1.0
2021-05-24 04:00:00,LONG,0.0
2025-08-03 00:00:00,LONG,1.0
2024-10-04 04:00:00,LONG,0.0
2025-11-03 00:00:00,SHORT,0.0
2025-08-03 04:00:00,LONG,1.0
2025-04-09 04:00:00,LONG,1.0
2025-08-14 12:00:00,SHORT,1.0
2024-04-24 12:00:00,SHORT,1.0
2025-11-03 00:00:00,SHORT,0.0
2025-06-15 00:00:00,LONG,0.0
2025-05-23 12:00:00,SHORT,0.0
2025-08-03 04:00:00,LONG,0.0
2025-10-18 00:00:00,LONG,0.0
2021-05-24 04:00:00,LONG,0.0
2024-06-07 16:00:00,SHORT,1.0
2025-08-14 12:00:00,SHORT,0.0
2021-05-19 00:00:00,SHORT,1.0
2021-05-23 20:00:00,LONG,1.0
2022-01-24 16:00:00,LONG,1.0
2024-01-03 12:00:00,SHORT,1.0
2025-08-03 04:00:00,LONG,1.0
2025-10-10 20:00:00,SHORT,0.0
2025-02-01 16:00:00,SHORT,1.0
2025-08-03 04:00:00,LONG,1.0
2022-08-26 16:00:00,SHORT,1.0
2024-06-07 16:00:00,SHORT,1.0
2025-08-03 04:00:00,LONG,1.0
2025-08-03 04:00:00,LONG,1.0
2025-11-06 00:00:00,SHORT,0.0
2025-08-03 04:00:00,LONG,1.0
2025-10-18 00:00:00,LONG,1.0
2025-11-03 00:00:00,SHORT,1.0
2025-08-03 04:00:00,LONG,1.0
2025-11-03 00:00:00,SHORT,0.0
2025-11-23 00:00:00,LONG,1.0
2025-08-03 08:00:00,LONG,0.0
