timestamp,direction,is_win
2025-03-28 00:00:00,SHORT,1.0
2025-11-25 08:00:00,LONG,1.0
2024-12-09 16:00:00,SHORT,1.0
2025-11-03 00:00:00,SHORT,1.0
2025-12-12 08:00:00,SHORT,1.0
2025-05-08 08:00:00,LONG,1.0
2025-10-01 08:00:00,LONG,1.0
2024-01-03 08:00:00,SHORT,1.0
2024-11-06 00:00:00,LONG,1.0
2025-01-07 08:00:00,SHORT,1.0
2025-01-19 08:00:00,SHORT,1.0
2025-02-02 08:00:00,SHORT,1.0
2025-03-12 08:00:00,LONG,1.0
2023-08-15 16:00:00,SHORT,1.0
2024-06-07 16:00:00,SHORT,1.0
2023-05-13 00:00:00,LONG,0.0
2023-10-13 16:00:00,LONG,1.0
2025-01-07 08:00:00,SHORT,1.0
2025-02-02 08:00:00,SHORT,1.0
2025-10-12 16:00:00,LONG,1.0
2024-01-26 08:00:00,LONG,0.0
2024-11-06 00:00:00,LONG,1.0
2025-01-07 08:00:00,SHORT,1.0
2025-01-14 08:00:00,LONG,0.0
2025-03-26 00:00:00,SHORT,1.0
2025-05-08 08:00:00,LONG,1.0
2021-11-16 08:00:00,SHORT,1.0
2021-11-22 00:00:00,SHORT,0.0
2023-09-13 08:00:00,LONG,0.0
2024-01-03 08:00:00,SHORT,0.0
2024-06-07 16:00:00,SHORT,1.0
2024-12-31 08:00:00,LONG,0.0
2025-05-08 00:00:00,LONG,1.0
2025-01-20 16:00:00,SHORT,1.0
2025-05-13 00:00:00,SHORT,0.0
2023-03-12 16:00:00,LONG,1.0
2024-06-07 16:00:00,SHORT,1.0
2024-07-03 08:00:00,SHORT,0.0
2025-04-09 16:00:00,LONG,1.0
2021-05-24 08:00:00,LONG,1.0
2021-07-21 16:00:00,LONG,1.0
2022-01-05 16:00:00,SHORT,0.0
2022-02-25 08:00:00,LONG,0.0
2023-06-13 08:00:00,LONG,1.0
2023-08-15 16:00:00,SHORT,1.0
2025-02-07 08:00:00,LONG,1.0
2021-02-03 16:00:00,LONG,1.0
2021-07-21 08:00:00,LONG,1.0
2022-05-06 08:00:00,SHORT,1.0
2022-09-13 08:00:00,SHORT,1.0
2024-11-06 00:00:00,LONG,1.0
2024-08-03 08:00:00,SHORT,1.0
2025-01-07 08:00:00,SHORT,1.0
2025-03-12 08:00:00,LONG,1.0
2023-08-15 16:00:00,SHORT,1.0
2024-06-07 16:00:00,SHORT,1.0
2024-11-06 00:00:00,LONG,1.0
2025-05-08 08:00:00,LONG,0.0
2025-10-29 08:00:00,SHORT,1.0
2025-01-08 08:00:00,SHORT,1.0
2025-03-24 08:00:00,SHORT,1.0
2025-04-09 16:00:00,LONG,0.0
2020-03-02 08:00:00,LONG,0.0
2021-07-21 08:00:00,LONG,1.0
2021-09-13 16:00:00,SHORT,1.0
2021-09-17 16:00:00,SHORT,1.0
2021-09-19 16:00:00,SHORT,0.0
2021-09-27 16:00:00,SHORT,0.0
2021-11-22 16:00:00,SHORT,1.0
2022-02-17 16:00:00,SHORT,1.0
2022-02-25 08:00:00,LONG,0.0
2024-12-14 16:00:00,SHORT,1.0
2025-01-07 08:00:00,SHORT,0.0
2025-03-28 00:00:00,SHORT,1.0
2025-05-08 00:00:00,LONG,1.0
2025-10-07 08:00:00,SHORT,1.0
2025-02-02 08:00:00,SHORT,1.0
2025-04-08 08:00:00,LONG,1.0
2025-01-07 08:00:00,SHORT,1.0
2025-04-09 16:00:00,LONG,1.0
2025-05-08 00:00:00,LONG,1.0
2025-02-07 00:00:00,LONG,1.0
2025-04-09 08:00:00,LONG,1.0
2024-04-17 08:00:00,LONG,1.0
2024-07-03 16:00:00,SHORT,1.0
2025-01-18 08:00:00,SHORT,1.0
2022-01-25 16:00:00,LONG,1.0
2022-02-10 00:00:00,SHORT,1.0
2024-06-07 16:00:00,SHORT,1.0
2024-07-04 00:00:00,SHORT,0.0
2025-02-07 08:00:00,LONG,0.0
2025-03-28 08:00:00,SHORT,1.0
2025-05-08 00:00:00,LONG,1.0
2021-05-19 08:00:00,SHORT,1.0
2021-06-16 16:00:00,SHORT,0.0
2022-04-30 08:00:00,SHORT,1.0
2022-10-07 08:00:00,SHORT,1.0
2022-11-14 00:00:00,LONG,1.0
2024-04-17 16:00:00,LONG,0.0
2024-07-21 00:00:00,SHORT,1.0
2024-11-06 00:00:00,LONG,1.0
2024-12-14 16:00:00,SHORT,1.0
2025-02-02 00:00:00,SHORT,1.0
2025-02-07 08:00:00,LONG,1.0
2025-04-09 00:00:00,LONG,1.0
2025-11-12 00:00:00,SHORT,1.0
2025-12-11 00:00:00,SHORT,1.0
2024-06-19 08:00:00,LONG,0.0
2024-12-14 08:00:00,SHORT,1.0
2025-02-02 08:00:00,SHORT,1.0
2025-03-28 00:00:00,SHORT,1.0
2025-10-29 08:00:00,SHORT,1.0
2022-06-16 08:00:00,LONG,0.0
2022-10-07 08:00:00,SHORT,0.0
2022-11-14 00:00:00,LONG,1.0
2023-03-12 16:00:00,LONG,1.0
2023-06-27 00:00:00,SHORT,1.0
2024-01-03 08:00:00,SHORT,1.0
2024-06-07 16:00:00,SHORT,1.0
2024-07-22 00:00:00,SHORT,1.0
2025-01-07 16:00:00,SHORT,0.0
2025-04-09 08:00:00,LONG,1.0
2025-05-08 08:00:00,LONG,0.0
2024-01-03 08:00:00,SHORT,1.0
2024-06-07 16:00:00,SHORT,1.0
2024-12-14 16:00:00,SHORT,1.0
2025-02-02 08:00:00,SHORT,1.0
2025-04-09 08:00:00,LONG,1.0
2025-05-08 00:00:00,LONG,1.0
2023-03-12 16:00:00,LONG,1.0
2024-04-17 16:00:00,LONG,0.0
2024-12-14 08:00:00,SHORT,1.0
2025-01-14 16:00:00,LONG,0.0
2025-01-19 08:00:00,SHORT,1.0
2025-02-02 00:00:00,SHORT,1.0
2025-12-11 16:00:00,SHORT,0.0
2023-06-13 08:00:00,LONG,1.0
2023-10-13 16:00:00,LONG,1.0
2024-06-07 16:00:00,SHORT,1.0
2025-02-02 00:00:00,SHORT,1.0
2025-02-07 08:00:00,LONG,1.0
2025-04-09 08:00:00,LONG,1.0
2025-05-08 08:00:00,LONG,1.0
2025-07-28 16:00:00,SHORT,0.0
2024-11-06 00:00:00,LONG,1.0
2025-01-07 16:00:00,SHORT,1.0
2025-02-02 00:00:00,SHORT,1.0
2025-04-09 08:00:00,LONG,1.0
2025-05-08 00:00:00,LONG,1.0
2025-06-12 08:00:00,SHORT,1.0
2024-06-19 16:00:00,LONG,1.0
2024-08-06 08:00:00,LONG,1.0
2025-02-02 00:00:00,SHORT,1.0
2025-04-09 16:00:00,LONG,1.0
2025-05-08 08:00:00,LONG,1.0
2024-01-03 08:00:00,SHORT,1.0
2024-07-22 08:00:00,SHORT,1.0
2025-02-21 16:00:00,SHORT,1.0
2022-01-05 16:00:00,SHORT,1.0
2023-03-20 08:00:00,SHORT,1.0
2024-10-23 08:00:00,SHORT,0.0
2025-03-12 08:00:00,LONG,1.0
2025-04-09 16:00:00,LONG,1.0
2022-02-17 16:00:00,SHORT,1.0
2022-05-05 16:00:00,SHORT,1.0
2025-01-07 08:00:00,SHORT,1.0
2025-04-09 16:00:00,LONG,0.0
2025-05-29 16:00:00,SHORT,1.0
2024-03-15 08:00:00,SHORT,1.0
2024-07-04 08:00:00,SHORT,0.0
2025-04-09 16:00:00,LONG,1.0
2025-05-08 00:00:00,LONG,1.0
2023-08-15 16:00:00,SHORT,1.0
2024-07-03 08:00:00,SHORT,1.0
2024-11-06 00:00:00,LONG,1.0
2025-02-02 00:00:00,SHORT,1.0
2025-02-07 08:00:00,LONG,0.0
2025-03-28 00:00:00,SHORT,1.0
2025-06-12 08:00:00,SHORT,1.0
2021-05-24 08:00:00,LONG,0.0
2021-06-07 08:00:00,SHORT,1.0
2023-08-15 16:00:00,SHORT,1.0
2024-01-03 08:00:00,SHORT,0.0
2024-06-07 16:00:00,SHORT,1.0
2025-01-07 16:00:00,SHORT,1.0
2025-02-02 00:00:00,SHORT,1.0
2025-10-07 08:00:00,SHORT,1.0
2024-01-18 16:00:00,SHORT,0.0
2024-11-06 00:00:00,LONG,1.0
2025-02-02 00:00:00,SHORT,1.0
2025-03-22 16:00:00,SHORT,1.0
2025-09-22 00:00:00,SHORT,1.0
2025-08-04 08:00:00,LONG,1.0
2025-02-15 08:00:00,SHORT,0.0
2025-01-07 00:00:00,SHORT,1.0
2022-09-13 16:00:00,SHORT,1.0
2024-04-18 08:00:00,LONG,0.0
2024-06-07 16:00:00,SHORT,1.0
2024-06-14 08:00:00,SHORT,1.0
2025-02-02 00:00:00,SHORT,1.0
2025-03-28 00:00:00,SHORT,1.0
2025-05-08 00:00:00,LONG,1.0
2025-12-11 08:00:00,SHORT,0.0
2024-10-31 16:00:00,SHORT,0.0
2025-04-09 08:00:00,LONG,0.0
2021-05-24 08:00:00,LONG,1.0
2023-04-19 08:00:00,SHORT,1.0
2024-05-10 16:00:00,SHORT,0.0
2025-02-02 00:00:00,SHORT,1.0
2025-11-07 00:00:00,LONG,0.0
2025-04-09 16:00:00,LONG,0.0
2025-06-19 00:00:00,SHORT,1.0
2025-06-23 08:00:00,LONG,1.0
2025-10-29 08:00:00,SHORT,1.0
2025-08-02 16:00:00,SHORT,0.0
2025-03-11 08:00:00,LONG,1.0
2025-06-05 00:00:00,SHORT,1.0
2020-09-03 08:00:00,SHORT,1.0
2021-06-24 00:00:00,LONG,0.0
2022-01-25 16:00:00,LONG,1.0
2023-03-12 16:00:00,LONG,1.0
2024-11-06 00:00:00,LONG,1.0
2024-12-14 16:00:00,SHORT,1.0
2025-01-19 16:00:00,SHORT,1.0
2025-05-08 08:00:00,LONG,1.0
2020-03-08 08:00:00,SHORT,1.0
2022-09-13 08:00:00,SHORT,1.0
2023-03-12 16:00:00,LONG,1.0
2024-06-07 16:00:00,SHORT,1.0
2025-02-02 00:00:00,SHORT,1.0
2025-04-09 16:00:00,LONG,1.0
2025-05-08 08:00:00,LONG,1.0
