feature,win_mean,loss_mean,z_shift,abs_shift
volume_spike,1.237895352354418,1.0100928844686596,0.2551236280829982,0.2551236280829982
volume_ratio,1.2009276348916995,1.0047427273324705,0.22509473287052914,0.22509473287052914
is_trending,0.7330616403464085,0.8222849083215797,-0.20791510554275897,0.20791510554275897
rsi_slope,-0.3751684107340786,0.660210101999308,-0.18934248127614675,0.18934248127614675
adx,43.48008807619447,46.27798740265092,-0.17703962707777177,0.17703962707777177
bars_since_cross_up,12.259806418746816,9.466854724964739,0.1652522848404303,0.1652522848404303
trend_7_21,0.9701868708581065,0.9584640751931193,0.16156089419491515,0.16156089419491515
log_returns,-0.009542266787603183,-0.0013827501696556637,-0.1553877805924416,0.1553877805924416
returns,-0.008107215694482901,-0.00018172768597149943,-0.15526451284078616,0.15526451284078616
price_to_sma_7,0.9815359273144876,0.9901256299838462,-0.15048847360661546,0.15048847360661546
trend_21_50,0.949791261779785,0.9342748096834573,0.14843105103255186,0.14843105103255186
rsi_7,40.59191535313082,42.982206727539115,-0.1371316675937807,0.1371316675937807
volume_trend,0.9974559429457953,0.9646013065392101,0.1261650547943126,0.1261650547943126
is_volatile,0.7137035150280183,0.6558533145275035,0.12601919434599626,0.12601919434599626
lower_shadow,0.0209959489791416,0.01680303845026406,0.12374336569466192,0.12374336569466192
high_low_range,0.07603396508959939,0.0683321487958317,0.12237029529889101,0.12237029529889101
price_to_sma_50,0.9061330372075767,0.888261032311117,0.12235080292566129,0.12235080292566129
bb_position,0.3073583376716455,0.33652959793966253,-0.12000265455026803,0.12000265455026803
price_to_sma_100,0.8676072375059605,0.845718183995427,0.11157535626382412,0.11157535626382412
macd,-2.1627101687661043,-18.44788096156642,0.10936172193796966,0.10936172193796966
signal,-2.4051277525178527,-18.952286906534304,0.10750856735528613,0.10750856735528613
bb_width,0.30379905470664575,0.3232536339011497,-0.09557819685014293,0.09557819685014293
roc_14,-0.05021569269378147,-0.05952585729962039,0.08886147977464362,0.08886147977464362
roc_21,-0.08372973430367407,-0.10868122021839775,0.08610413541843095,0.08610413541843095
body_size,0.0400434495466936,0.036790262404988075,0.08250808748699166,0.08250808748699166
sma_200,322.1809189871061,748.576071403768,-0.07992310551905815,0.07992310551905815
bars_since_cross_down,11.500254712175241,12.644569816643159,-0.07877522815343022,0.07877522815343022
roc_7,-0.03353570751565931,-0.0283344695043744,-0.07825858405979151,0.07825858405979151
sma_100,314.8924810810147,705.2343998623027,-0.0760777950543439,0.0760777950543439
sma_50,305.7946343382086,678.2581523248946,-0.07466704721996499,0.07466704721996499
ema_200,327.0818815877833,688.706163716258,-0.0709095248740772,0.0709095248740772
ema_100,326.6864351542549,676.9178144523597,-0.06943973020363839,0.06943973020363839
price_to_sma_14,0.9695361814157081,0.972599222030339,-0.06789497557416027,0.06789497557416027
ema_50,324.28036459593113,656.2471701986783,-0.06705407737955502,0.06705407737955502
atr_14,10.701330782301303,22.409555995929882,-0.06604887109245074,0.06604887109245074
bb_std,11.50641329504942,23.866751337150646,-0.06458925831581518,0.06458925831581518
bb_upper,342.6834635169084,672.5682793306977,-0.06452686079435277,0.06452686079435277
volatility_21,0.03960501337183797,0.04096826182098258,-0.06394032214504956,0.06394032214504956
ema_21,320.80644618396,627.7704231468051,-0.06339563823553061,0.06339563823553061
sma_21,319.8891642908142,625.2266024398081,-0.06309566591862718,0.06309566591862718
bb_middle,319.6706369268096,624.8347766563965,-0.06309557204397781,0.06309557204397781
volume_sma_7,1876388243.9074512,4092614781.389397,-0.06298980431837735,0.06298980431837735
sma_14,318.20038145494283,618.516124058634,-0.062429042497492516,0.062429042497492516
ema_14,319.69895124921914,618.3298770306149,-0.062096132703838874,0.062096132703838874
macd_acceleration,0.0034624596887802735,1.0754499102339576,-0.061775565558910644,0.061775565558910644
bb_lower,296.6578103367108,577.101273982095,-0.061284064583803456,0.061284064583803456
trend_50_200,0.9012603198742769,0.9140587650871842,-0.06112916041920614,0.06112916041920614
sma_7,316.6266513614824,607.8260596378602,-0.06105550561647275,0.06105550561647275
ema_7,318.93905655668436,609.7775250730853,-0.06079982459505087,0.06079982459505087
volume_sma_14,1697017356.7947626,3127295542.685632,-0.05947969351049648,0.05947969351049648
volume_sma_20,1581143722.5124161,2807717033.1316304,-0.05945945389796279,0.05945945389796279
atr_7,10.84474998259065,20.638811306588753,-0.057052243501994795,0.057052243501994795
price_to_sma_21,0.9496862259084526,0.9465787156539393,0.05339315937253279,0.05339315937253279
histogram_slope,0.25501859715410896,1.0807556374287968,-0.05154907758365893,0.05154907758365893
macd_slope,0.3156229930920459,1.2068571236707661,-0.04971838425085873,0.04971838425085873
volatility_7,0.03923928101551303,0.040355892879182335,-0.04788423138648785,0.04788423138648785
volatility_7_scaled,0.03923928101551303,0.040355892879182335,-0.04788423138648785,0.04788423138648785
volatility_14,0.04127040231621349,0.04231453604602515,-0.04628139135849068,0.04628139135849068
