date,equity,realized_equity,floating_pnl,daily_realized_pnl,daily_return,open_positions_count
2026-01-05,100.0,100.0,0.0,0.0,0.0,0
2026-01-06,100.0,100.0,0.0,0.0,0.0,0
2026-01-07,99.91901188936752,100.0,-0.08098811063247689,0.0,-0.0008102092372045586,1
2026-01-08,98.15100157105985,100.0,-1.8489984289401549,0.0,-0.01785285158674963,2
2026-01-09,102.25175559822041,100.0,2.2517555982204187,0.0,0.04093083927612434,2
2026-01-10,92.40681563589406,91.9052381515503,0.5015774843437718,-8.094761848449707,-0.1012372262197013,1
2026-01-11,93.11487815827259,91.9052381515503,1.20964000672229,0.0,0.007633241653999406,2
2026-01-12,101.22826114241461,91.9052381515503,9.32302299086432,0.0,0.08354399829344554,4
2026-01-13,67.47514259628794,81.53002738952637,-14.054884793238427,-10.375210762023926,-0.4056187059458594,5
2026-01-14,63.679358092545144,66.713791847229,-3.034433754683863,-14.816235542297363,-0.057898810941830796,3
2026-01-15,54.29839523262868,52.002312660217285,2.296082572411392,-14.711479187011719,-0.15936578850405703,4
2026-01-16,57.47352213818492,52.002312660217285,5.471209477967637,0.0,0.05682968441817002,5
2026-01-17,66.18542797702771,52.002312660217285,14.183115316810433,0.0,0.14113596032537434,8
2026-01-18,102.22952235203054,52.002312660217285,50.22720969181326,0.0,0.43476018695052615,10
2026-01-19,133.3612987248777,52.002312660217285,81.35898606466043,0.0,0.26584147241367656,11
2026-01-20,210.3364165916519,52.002312660217285,158.3341039314346,0.0,0.45564625579600915,16
2026-01-21,164.47019284734864,67.0145461135334,97.45564673381524,15.012233453316117,-0.24597887738937915,16
2026-01-22,184.51268100567444,67.0145461135334,117.49813489214105,0.0,0.11498883756610219,17
2026-01-23,155.71965387992407,61.7467645387768,93.97288934114727,-5.2677815747566,-0.1696608928248635,16
2026-01-24,97.04102123494683,52.38126071099113,44.6597605239557,-9.365503827785675,-0.4729235115958604,14
2026-01-25,183.79638013037035,73.66448257142639,110.13189755894396,21.28322186043527,0.6386947266799365,11
2026-01-26,147.4116478789615,88.80748011712329,58.6041677618382,15.142997545696897,-0.22059951623747756,13
2026-01-27,151.34569610757876,132.6556254977541,18.690070609824673,43.8481453806308,0.02633759949895741,9
2026-01-28,190.63898106785317,138.39516633346472,52.243814734388444,5.739540835710614,0.2308148896015285,8
2026-01-29,189.29704923724077,138.39516633346472,50.90188290377606,0.0,-0.007064017644068331,9
2026-01-30,205.8623258069392,104.01837028479974,101.84395552213945,-34.376796048664964,0.08389015370290383,13
2026-01-31,692.1128095569477,294.47364597569566,397.63916358125203,190.45527569089592,1.2125413378845913,12
2026-02-01,685.6849737626328,247.52737224292056,438.1576015197123,-46.9462737327751,-0.00933066159153815,11
2026-02-02,509.535642997154,230.1324963887524,279.4031466084016,-17.39487585416817,-0.2969184933001048,11
2026-02-03,634.7493252686172,212.25413850771872,422.49518676089843,-17.878357881033683,0.21973035056587512,10
2026-02-04,655.9445664451412,197.20955488880608,458.7350115563351,-15.044583618912629,0.03284612540673401,9
2026-02-05,1082.3106561574937,734.8962377199967,347.414418437497,537.6866828311906,0.5007772480937717,5
2026-02-06,1007.6160638046618,1159.5414780029346,-151.92541419827273,424.64524028293795,-0.07151104410515673,1
2026-02-07,1065.9530144695618,1066.7340336416753,-0.7810191721134772,-92.80744436125926,0.0562820402798399,1
2026-02-08,1015.904481574374,1066.7340336416753,-50.82955206730127,0.0,-0.048089917751441044,2
2026-02-09,1000.3547674663026,988.593065471721,11.76170199458155,-78.14096816995423,-0.015424625987022864,3
2026-02-10,921.4720658055279,988.593065471721,-67.12099966619317,0.0,-0.0821375207130752,6
2026-02-11,770.250335430428,780.4364722459788,-10.18613681555086,-208.15659322574226,-0.17925688986104213,7
2026-02-12,885.5391587826346,780.4364722459788,105.1026865366557,0.0,0.1394811055135969,10
2026-02-13,1435.1828129063156,780.4364722459788,654.7463406603366,0.0,0.4828508373602803,11
2026-02-14,2393.323984387551,1115.4808753053303,1277.8431090822205,335.04440305935157,0.5113909512886732,11
2026-02-15,1704.0505537705399,1115.4808753053303,588.5696784652097,0.0,-0.33967509246687555,12
2026-02-16,1824.639198460005,1115.4808753053303,709.1583231546746,0.0,0.0683741723426057,13
2026-02-17,1636.9096548172815,1115.4808753053303,521.4287795119511,0.0,-0.10857216063178371,13
2026-02-18,1115.8676424198302,1003.9302555433247,111.93738687650534,-111.55061976200557,-0.3831778504402301,12
2026-02-19,980.8310586477642,670.6361570962424,310.1949015515217,-333.29409844708226,-0.12898730459752786,7
2026-02-20,1189.4200745452977,700.8340597547086,488.5860147905891,30.197902658466155,0.19282090367774973,8
2026-02-21,1130.946032424624,766.9233260388573,364.02270638576675,66.08926628414878,-0.05041137671717361,9
2026-02-22,962.167824005544,962.167824005544,0.0,195.2444979666867,-0.16162086960981173,0
2026-02-23,962.167824005544,962.167824005544,0.0,0.0,0.0,0
