date,equity,realized_equity,floating_pnl,daily_realized_pnl,daily_return,open_positions_count
2026-02-02,128.1817857695272,100.0,28.181785769527202,0.0,0.0,2
2026-02-03,114.04666832685677,89.51204204559326,24.534626281263513,-10.487957954406738,-0.11684172179881885,3
2026-02-04,137.27469280376113,87.26481148327986,50.00988132048127,-2.2472305623134083,0.18537623943293852,4
2026-02-05,121.32181602593458,121.62829592490374,-0.3064798989691533,34.36348444162389,-0.12353732374609226,3
2026-02-06,177.2404224436784,164.82216179229783,12.418260651380573,43.19386586739408,0.3790604781840982,1
2026-02-07,198.2035353791345,164.82216179229783,33.38137358683669,0.0,0.11178732938527555,3
2026-02-08,287.66853941926934,164.82216179229783,122.84637762697147,0.0,0.37251445337285655,15
2026-02-09,483.33844105985133,112.79873508623267,370.53970597361865,-52.023426706065166,0.5189082018584851,25
2026-02-10,315.0547093318377,154.675763433184,160.37894589865374,41.87702834695132,-0.42797081023724204,24
2026-02-11,353.03033679438647,138.86342351866293,214.16691327572352,-15.812339914521054,0.11380768900464552,22
2026-02-12,445.7078650660511,205.17036035600316,240.53750471004793,66.30693683734023,0.2331097331758179,19
2026-02-13,391.593031898732,240.57960859250232,151.0134233062297,35.40924823649915,-0.12944060977149727,14
2026-02-14,437.50516037950047,312.4872375485013,125.01792283099915,71.90762895599896,0.11086538430881696,11
2026-02-15,504.9201238046062,383.7051379745311,121.21498583007505,71.21790042602979,0.1433117451998591,10
2026-02-16,513.0660554782912,437.5934495372594,75.47260594103179,53.88831156272826,0.01600435391597865,8
2026-02-17,560.803757104426,454.9164982856061,105.88725881881994,17.323048748346693,0.0889664352451189,7
2026-02-18,785.6826919836221,499.50548216104045,286.1772098225817,44.58898387543436,0.33718197591192695,4
2026-02-19,808.8993509351956,636.4234683732052,172.47588256199043,136.9179862121647,0.029121486465192498,2
2026-02-20,717.0894098785443,636.4234683732052,80.6659415053391,0.0,-0.12047396482402573,2
2026-02-21,865.1740150522387,636.4234683732052,228.75054667903345,0.0,0.18773012737470526,2
2026-02-22,914.7191116387438,914.7191116387438,0.0,278.2956432655386,0.05568637616137162,0
2026-02-23,914.7191116387438,914.7191116387438,0.0,0.0,0.0,0
