2026-04-07 18:56:12 | symbol_done | idx=51 | total=61 | symbol=ANKRUSDT | status=skip | reason=no_latest_setup | signals=0 | elapsed_s=0.830 | scan_open_ts=2026-03-05 23:00:00 | last_closed_ts=2026-03-05 22:00:00 | setup_total=15 | latest_setup_count=0 | latest_long_count=0 | latest_short_count=0 | nearest_setup_ts=2026-03-02 21:00:00 | nearest_setup_delta_min=4380.000 | active_setup_ts= | setup_mode=none | carry_setup_delta_min= | candidate_count=0 | threshold=0.650000
2026-04-07 18:56:12 | symbol_done | idx=52 | total=61 | symbol=APEUSDT | status=skip | reason=no_latest_setup | signals=0 | elapsed_s=0.759 | scan_open_ts=2026-03-05 23:00:00 | last_closed_ts=2026-03-05 22:00:00 | setup_total=17 | latest_setup_count=0 | latest_long_count=0 | latest_short_count=0 | nearest_setup_ts=2026-03-04 18:00:00 | nearest_setup_delta_min=1680.000 | active_setup_ts= | setup_mode=none | carry_setup_delta_min= | candidate_count=0 | threshold=0.650000
2026-04-07 18:56:12 | symbol_done | idx=53 | total=61 | symbol=API3USDT | status=skip | reason=no_latest_setup | signals=0 | elapsed_s=0.682 | scan_open_ts=2026-03-05 23:00:00 | last_closed_ts=2026-03-05 22:00:00 | setup_total=11 | latest_setup_count=0 | latest_long_count=0 | latest_short_count=0 | nearest_setup_ts=2026-03-01 19:00:00 | nearest_setup_delta_min=5940.000 | active_setup_ts= | setup_mode=none | carry_setup_delta_min= | candidate_count=0 | threshold=0.650000
2026-04-07 18:56:12 | symbol_done | idx=54 | total=61 | symbol=APRUSDT | status=skip | reason=no_latest_setup | signals=0 | elapsed_s=0.604 | scan_open_ts=2026-03-05 23:00:00 | last_closed_ts=2026-03-05 22:00:00 | setup_total=28 | latest_setup_count=0 | latest_long_count=0 | latest_short_count=0 | nearest_setup_ts=2026-02-28 20:00:00 | nearest_setup_delta_min=7320.000 | active_setup_ts= | setup_mode=none | carry_setup_delta_min= | candidate_count=0 | threshold=0.650000
2026-04-07 18:56:12 | symbol_done | idx=55 | total=61 | symbol=APTUSDT | status=skip | reason=no_latest_setup | signals=0 | elapsed_s=0.541 | scan_open_ts=2026-03-05 23:00:00 | last_closed_ts=2026-03-05 22:00:00 | setup_total=17 | latest_setup_count=0 | latest_long_count=0 | latest_short_count=0 | nearest_setup_ts=2026-03-04 19:00:00 | nearest_setup_delta_min=1620.000 | active_setup_ts= | setup_mode=none | carry_setup_delta_min= | candidate_count=0 | threshold=0.650000
2026-04-07 18:56:12 | symbol_done | idx=56 | total=61 | symbol=ARBUSDT | status=skip | reason=no_latest_setup | signals=0 | elapsed_s=0.461 | scan_open_ts=2026-03-05 23:00:00 | last_closed_ts=2026-03-05 22:00:00 | setup_total=22 | latest_setup_count=0 | latest_long_count=0 | latest_short_count=0 | nearest_setup_ts=2026-03-05 01:00:00 | nearest_setup_delta_min=1260.000 | active_setup_ts= | setup_mode=none | carry_setup_delta_min= | candidate_count=0 | threshold=0.650000
2026-04-07 18:56:12 | symbol_done | idx=57 | total=61 | symbol=ARCUSDT | status=skip | reason=no_latest_setup | signals=0 | elapsed_s=0.396 | scan_open_ts=2026-03-05 23:00:00 | last_closed_ts=2026-03-05 22:00:00 | setup_total=27 | latest_setup_count=0 | latest_long_count=0 | latest_short_count=0 | nearest_setup_ts=2026-03-05 00:00:00 | nearest_setup_delta_min=1320.000 | active_setup_ts= | setup_mode=none | carry_setup_delta_min= | candidate_count=0 | threshold=0.650000
2026-04-07 18:56:12 | symbol_done | idx=58 | total=61 | symbol=ARIAUSDT | status=skip | reason=no_latest_setup | signals=0 | elapsed_s=0.322 | scan_open_ts=2026-03-05 23:00:00 | last_closed_ts=2026-03-05 22:00:00 | setup_total=23 | latest_setup_count=0 | latest_long_count=0 | latest_short_count=0 | nearest_setup_ts=2026-03-04 01:00:00 | nearest_setup_delta_min=2700.000 | active_setup_ts= | setup_mode=none | carry_setup_delta_min= | candidate_count=0 | threshold=0.650000
2026-04-07 18:56:12 | symbol_done | idx=59 | total=61 | symbol=ARKMUSDT | status=skip | reason=no_latest_setup | signals=0 | elapsed_s=0.247 | scan_open_ts=2026-03-05 23:00:00 | last_closed_ts=2026-03-05 22:00:00 | setup_total=16 | latest_setup_count=0 | latest_long_count=0 | latest_short_count=0 | nearest_setup_ts=2026-03-04 19:00:00 | nearest_setup_delta_min=1620.000 | active_setup_ts= | setup_mode=none | carry_setup_delta_min= | candidate_count=0 | threshold=0.650000
2026-04-07 18:56:12 | symbol_done | idx=60 | total=61 | symbol=ARKUSDT | status=skip | reason=no_latest_setup | signals=0 | elapsed_s=0.195 | scan_open_ts=2026-03-05 23:00:00 | last_closed_ts=2026-03-05 22:00:00 | setup_total=9 | latest_setup_count=0 | latest_long_count=0 | latest_short_count=0 | nearest_setup_ts=2026-03-01 20:00:00 | nearest_setup_delta_min=5880.000 | active_setup_ts= | setup_mode=none | carry_setup_delta_min= | candidate_count=0 | threshold=0.650000
2026-04-07 18:56:12 | symbol_done | idx=61 | total=61 | symbol=BTCUSDT | status=skip | reason=no_latest_setup | signals=0 | elapsed_s=0.107 | scan_open_ts=2026-03-05 23:00:00 | last_closed_ts=2026-03-05 22:00:00 | setup_total=3 | latest_setup_count=0 | latest_long_count=0 | latest_short_count=0 | nearest_setup_ts=2026-02-05 20:00:00 | nearest_setup_delta_min=40440.000 | active_setup_ts= | setup_mode=none | carry_setup_delta_min= | candidate_count=0 | threshold=0.650000
2026-04-07 18:56:12 | scan_end | timeframe=1h | symbols=61 | total_signals=0 | elapsed_s=4.619 | log_file=D:\Code\Projects\self-projects\macd-overlay - Copy\logs\sniper_scan_progress.log
2026-04-07 18:56:12 | scan_start | timeframe=1h | symbols=61 | lookback_days=450 | batch_predict=True | carry_setup_bars=15 | carry_require_fill=True | max_hold_bars=15
